,Rank_avg,Review,Year,Genre,Publisher,Game Title,NA_avg,EU_avg,JP_avg,Other_avg,Global_avg
1435,1436,52.0,1999,Strategy,Konami Digital Entertainment,Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,0.0,0.0,1.1,0.0,1.1
1436,1437,77.7,1984,Puzzle,Hudson Soft,Lode Runner,0.0,0.0,1.1,0.0,1.1
1437,1438,74.0,1989,Role-Playing,SquareSoft,The Final Fantasy Legend,0.0,0.0,1.1,0.0,1.1
1438,1439,85.0,1989,Role-Playing,Namco Bandai Games,Famicom Jump: Eiyuu Retsuden,0.0,0.0,1.1,0.0,1.1
1439,1440,83.0,1998,Racing,Nintendo,F-Zero X,0.45,0.33,0.2899999999999999,0.03,1.1
1440,1441,68.0,1983,Platform,Nintendo,Popeye,0.51,0.12,0.45,0.02,1.1
1441,1442,63.0,2008,Shooter,Electronic Arts,NERF N-Strike,0.91,0.09,0.0,0.09,1.09
1442,1443,74.73,2001,Sports,Electronic Arts,NBA Live 2001,0.52,0.4,0.04,0.13,1.1
1443,1444,80.0,2006,Misc,Sony Computer Entertainment,SingStar Legends,0.12,0.75,0.0,0.23,1.1
1444,1445,77.0,2006,Misc,Sony Computer Entertainment,SingStar Rocks!,0.0,0.84,0.0,0.25,1.1
1445,1446,93.0,2003,Role-Playing,Nintendo,Tales of Symphonia,0.54,0.21,0.31,0.04,1.1
1446,1447,78.0,2005,Role-Playing,Activision,Untold Legends: Brotherhood of the Blade,0.535,0.325,0.01,0.22,1.085
1447,1448,89.0,1998,Role-Playing,Sony Computer Entertainment,Star Ocean: The Second Story,0.26,0.1,0.72,0.02,1.1
1448,1449,83.0,2008,Action,LucasArts,Star Wars: The Force Unleashed,0.42,0.38,0.0,0.235,1.04
1449,1450,60.0,2008,Simulation,Ubisoft,Imagine: Babysitters,0.62,0.355,0.0,0.1,1.08
1450,1451,57.75,2007,Action,Electronic Arts,The Simpsons Game,0.22499999999999998,0.53,0.0,0.29500000000000004,1.05
1451,1452,78.06999999999998,2006,Adventure,Sega,Yakuza 2,0.05,0.1,0.84,0.1,1.09
1452,1453,85.0,2009,Sports,Electronic Arts,Skate 2,0.81,0.15500000000000003,0.01,0.09,1.065
1453,1454,76.04,2003,Role-Playing,Atari,Dragon Ball Z: The Legacy of Goku II,0.78,0.2899999999999999,0.0,0.02,1.09
1454,1455,86.57,2007,Fighting,Sega,Virtua Fighter 5,0.28500000000000003,0.505,0.08,0.195,1.06
1455,1456,94.5,2000,Sports,Sega,NFL 2K1,1.02,0.05,0.0,0.02,1.09
1456,1457,70.55,1998,Simulation,Konami Digital Entertainment,BeatMania,0.0,0.0,1.07,0.02,1.09
1457,1458,78.0,2005,Misc,Sony Computer Entertainment,Namco Museum Battle Collection,0.74,0.175,0.0,0.155,1.07
1458,1459,86.0,2006,Action,LucasArts,LEGO Star Wars II: The Original Trilogy,0.955,0.03,0.0,0.08,1.07
1459,1460,83.0,2003,Sports,Electronic Arts,Madden NFL 2004,1.02,0.02,0.0,0.05,1.09
1460,1461,88.87,2009,Strategy,Sega,Empire: Total War,0.005,0.9099999999999999,0.0,0.095,1.01
1461,1462,88.0,2006,Action,Electronic Arts,The Godfather,0.89,0.03,0.01,0.15,1.09
1462,1463,89.14,2009,Sports,Electronic Arts,Tiger Woods PGA Tour 10,0.6,0.355,0.0,0.10500000000000001,1.06
1463,1464,73.0,2002,Shooter,LucasArts,Star Wars: Bounty Hunter,0.53,0.42,0.0,0.14,1.09
1464,1465,75.63,2010,Action,Electronic Arts,Dante's Inferno,0.62,0.28,0.04,0.13,1.065
1465,1466,78.86,2007,Adventure,Nintendo,Endless Ocean,0.425,0.44999999999999996,0.09,0.09,1.0550000000000002
1466,1467,86.0,1998,Sports,Midway Games,NFL Blitz 2000,0.6,0.41,0.0,0.07,1.09
1467,1468,51.24,2010,Racing,Sega,Sonic Free Riders,0.665,0.245,0.0,0.09,1.0
1468,1469,86.0,2003,Racing,Electronic Arts,NASCAR Thunder 2004,0.53,0.41,0.0,0.14,1.08
1469,1470,74.0,2008,Action,Ubisoft,Prince of Persia,0.45999999999999996,0.385,0.03,0.16999999999999998,1.04
1470,1471,66.0,2002,Platform,THQ,SpongeBob SquarePants: Revenge of the Flying Dutchman,0.53,0.41,0.0,0.14,1.08
1471,1472,63.0,2009,Sports,THQ,The Biggest Loser,0.855,0.11499999999999999,0.0,0.09,1.06
1472,1473,55.0,2002,Sports,Agetec,Fisherman's Bass Club,0.53,0.41,0.0,0.14,1.08
1473,1474,76.0,2009,Adventure,Electronic Arts,MySims Agents,0.53,0.41500000000000004,0.0,0.11,1.05
1474,1475,80.0,2009,Action,Capcom,Resident Evil: The Darkside Chronicles,0.44999999999999996,0.30000000000000004,0.2,0.08499999999999999,1.03
1475,1476,68.0,2012,Action,Electronic Arts,NCAA Football 13,0.9450000000000001,0.0,0.0,0.065,1.01
1476,1477,83.0,2009,Action,Take-Two Interactive,Grand Theft Auto: Chinatown Wars,0.265,0.47,0.03,0.265,1.02
1477,1478,74.0,2010,Sports,Electronic Arts,FIFA Soccer 11,0.255,0.6799999999999999,0.0,0.125,1.065
1478,1479,88.97,2007,Shooter,Electronic Arts,The Orange Box,0.265,0.56,0.0,0.21000000000000002,1.025
1479,1480,79.0,2008,Action,Eidos Interactive,Tomb Raider: Underworld,0.515,0.405,0.01,0.11,1.04
1480,1481,63.61,2004,Shooter,Ubisoft,Tom Clancy's Ghost Recon 2,0.64,0.34,0.0,0.1,1.08
1481,1482,70.0,2008,Simulation,Electronic Arts,Spore Creatures,0.66,0.29000000000000004,0.0,0.10500000000000001,1.06
1482,1483,73.0,1998,Sports,Midway Games,Ready 2 Rumble Boxing,0.6,0.41,0.0,0.07,1.08
1483,1484,38.15,2003,Fighting,Atari,Dragon Ball Z: Taiketsu,0.77,0.2899999999999999,0.0,0.02,1.08
1484,1485,54.0,2002,Platform,Ubisoft,Disney's Lilo & Stitch,0.77,0.2899999999999999,0.0,0.02,1.08
1485,1486,82.0,2005,Shooter,Nintendo,Star Fox: Assault,0.68,0.18,0.19,0.03,1.08
1486,1487,87.0,2008,Fighting,Namco Bandai Games,Naruto: Ultimate Ninja Storm,0.475,0.32499999999999996,0.09,0.15000000000000002,1.0350000000000001
1487,1488,85.9,2011,Fighting,Capcom,Marvel vs. Capcom 3: Fate of Two Worlds,0.765,0.16499999999999998,0.03,0.07500000000000001,1.04
1488,1489,70.0,1999,Misc,Sony Computer Entertainment,Doko Demo Issyo,0.0,0.0,1.0,0.07,1.07
1489,1490,68.0,2008,Simulation,Ubisoft,Imagine: Fashion Designer New York,0.645,0.32,0.0,0.1,1.065
1490,1491,87.0,2010,Action,Take-Two Interactive,Red Dead Redemption: Undead Nightmare,0.505,0.37,0.02,0.09,0.99
1491,1492,83.03,2008,Action,Take-Two Interactive,Bully: Scholarship Edition,0.515,0.385,0.03,0.10500000000000001,1.0350000000000001
1492,1493,89.57,1994,Fighting,Sega,Virtua Fighter,0.17,0.12,0.77,0.02,1.07
1493,1494,84.0,2009,Fighting,THQ,WWE SmackDown vs. Raw 2010,0.53,0.215,0.0,0.33,1.07
1494,1495,75.0,2007,Sports,Konami Digital Entertainment,Pro Evolution Soccer 2008,0.08,0.9,0.04,0.05,1.07
1495,1496,80.0,2005,Platform,Nintendo,Super Princess Peach,0.6950000000000001,0.045,0.21,0.065,1.025
1496,1497,83.0,1997,Sports,Electronic Arts,NHL 99,0.59,0.4,0.0,0.07,1.07
1497,1498,88.0,2005,Fighting,Namco Bandai Games,SoulCalibur III,0.74,0.15,0.13,0.05,1.07
1498,1499,73.26,2005,Sports,Sony Computer Entertainment,World Tour Soccer,0.1,0.625,0.0,0.34,1.065
1499,1500,72.0,1995,Racing,Sony Computer Entertainment,Ridge Racer Revolution,0.17,0.12,0.71,0.07,1.07
1500,1501,81.0,1999,Racing,Electronic Arts,Hot Wheels Turbo Racing,0.59,0.4,0.0,0.07,1.07
1501,1502,76.0,1998,Sports,Electronic Arts,NCAA Football 99,0.59,0.4,0.0,0.07,1.06
1502,1503,84.0,2006,Fighting,Midway Games,Mortal Kombat: Armageddon,0.88,0.04,0.0,0.14,1.06
1503,1504,65.89,2010,Shooter,Sega,Aliens vs Predator,0.535,0.385,0.0,0.10500000000000001,1.03
1504,1505,77.5,2002,Racing,Electronic Arts,Freekstyle,0.52,0.41,0.0,0.14,1.06
1505,1506,70.0,2008,Misc,GSP,Junior Brain Trainer,0.225,0.69,0.0,0.095,1.005
1506,1507,83.98,2010,Action,THQ,Darksiders,0.645,0.27,0.01,0.095,1.0150000000000001
1507,1508,83.17,2007,Racing,Codemasters,DiRT,0.155,0.655,0.0,0.225,1.0350000000000001
1508,1509,75.81,2007,Shooter,Activision,Call of Duty 4: Modern Warfare,0.935,0.015,0.01,0.08,1.03
1509,1510,72.04,2008,Sports,Sega,Sega Superstars Tennis,0.275,0.645,0.0,0.13,1.045
1510,1511,90.0,2005,Sports,Electronic Arts,NBA Street V3,0.52,0.41,0.0,0.14,1.06
1511,1512,76.0,2008,Shooter,Electronic Arts,Mercenaries 2: World in Flames,0.64,0.29000000000000004,0.01,0.1,1.0350000000000001
1512,1513,83.15,1999,Strategy,Microprose,Worms Armageddon,0.18,0.81,0.0,0.08,1.06
1513,1514,70.0,2003,Action,Universal Interactive,Hulk,0.52,0.41,0.0,0.14,1.06
1514,1515,81.0,2008,Action,Activision,LEGO Indiana Jones: The Original Adventures,0.41500000000000004,0.395,0.0,0.16499999999999998,0.97
1515,1516,89.0,1998,Sports,Midway Games,NFL Blitz,1.02,0.04,0.0,0.01,1.06
1516,1517,65.0,1997,Sports,Acclaim Entertainment,NFL Quarterback Club 98,1.01,0.05,0.0,0.01,1.06
1517,1518,84.89,2009,Misc,Activision,DJ Hero,0.53,0.395,0.0,0.10500000000000001,1.025
1518,1519,34.0,2007,Platform,Take-Two Interactive,Dora the Explorer: Dora Saves the Mermaids,0.955,0.005,0.0,0.08,1.045
1519,1520,85.94,2001,Role-Playing,Vivendi Games,Diablo II: Lord of Destruction,1.03,0.015,0.0,0.0,1.05
1520,1521,70.0,2004,Action,Activision,Spider-Man 2,0.76,0.28,0.0,0.02,1.06
1521,1522,80.38,2007,Sports,Sega,Virtua Tennis 3,0.225,0.5700000000000001,0.03,0.21000000000000002,1.03
1522,1523,86.0,2002,Racing,Play It,Seek and Destroy,0.52,0.4,0.0,0.14,1.06
1523,1524,84.14,2007,Simulation,Sony Computer Entertainment,Warhawk,0.48,0.385,0.0,0.17,1.04
1524,1525,78.39,2007,Adventure,Capcom,Apollo Justice: Ace Attorney,0.275,0.034999999999999996,0.64,0.03,0.98
1525,1526,79.77,2006,Shooter,Sony Computer Entertainment,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,0.805,0.11,0.0,0.13,1.045
1526,1527,66.97,2010,Shooter,Sega,Aliens vs Predator,0.395,0.44999999999999996,0.0,0.175,1.01
1527,1528,65.0,1986,Platform,Hudson Soft,Adventure Island,0.0,0.0,1.05,0.0,1.05
1528,1529,81.25,1996,Role-Playing,Sony Computer Entertainment,Arc the Lad II,0.0,0.0,0.92,0.13,1.05
1529,1530,53.0,1985,Fighting,Namco Bandai Games,Tag Team Match M.U.S.C.L.E.,0.0,0.0,1.05,0.0,1.05
1530,1531,81.0,2002,Sports,Sega,NBA 2K3,0.51,0.4,0.0,0.13,1.05
1531,1532,61.61,2001,Racing,Electronic Arts,The Simpsons: Road Rage,0.78,0.26,0.0,0.01,1.05
1532,1533,80.94,2000,Sports,Acclaim Entertainment,Dave Mirra Freestyle BMX,0.91,0.11,0.0,0.03,1.05
1533,1534,55.0,2007,Simulation,Ubisoft,Imagine: Animal Doctor,0.45,0.485,0.0,0.11,1.045
1534,1535,83.0,2009,Fighting,THQ,WWE SmackDown vs. Raw 2010,0.55,0.365,0.01,0.10500000000000001,1.025
1535,1536,91.0,2005,Racing,Microsoft Game Studios,Forza Motorsport,0.52,0.51,0.0,0.02,1.05
1536,1537,60.0,2006,Platform,Sega,Sonic the Hedgehog,0.42000000000000004,0.475,0.0,0.11,1.005
1537,1538,74.0,2009,Adventure,Electronic Arts,MySims Agents,0.5999999999999999,0.31,0.0,0.1,1.0150000000000001
1538,1539,86.0,1998,Simulation,Sony Computer Entertainment,Monster Rancher 2,0.19,0.13,0.66,0.07,1.05
1539,1540,62.83,2007,Action,Electronic Arts,The Simpsons Game,0.53,0.38,0.0,0.10500000000000001,1.0150000000000001
1540,1541,70.0,2008,Action,Warner Bros. Interactive Entertainment,Guinness World Records: The Videogame,0.45,0.46499999999999997,0.0,0.11,1.025
1541,1542,82.69,2003,Sports,Electronic Arts,MVP Baseball 2003,0.51,0.4,0.0,0.13,1.04
1542,1543,88.16,,Action,Eidos Interactive,Legacy of Kain: Soul Reaver,0.5799999999999998,0.4,0.0,0.07,1.04
1543,1544,72.91,2007,Fighting,Atari,Dragon Ball Z: Budokai Tenkaichi 3,0.32,0.33999999999999997,0.26,0.08499999999999999,1.005
1544,1545,82.0,1997,Role-Playing,Namco Bandai Games,Tales of Destiny,0.09,0.06,0.83,0.07,1.04
1545,1546,40.0,2009,Adventure,Disney Interactive Studios,Disney Fairies: Tinker Bell and the Lost Treasure,0.5349999999999999,0.32499999999999996,0.02,0.095,0.9750000000000001
1546,1547,85.0,1996,Action,Virgin Interactive,Mega Man X4,0.45,0.3,0.22,0.07,1.04
1547,1548,83.0,2003,Fighting,Nintendo,Naruto: Clash of Ninja 2,0.44,0.12,0.45,0.03,1.04
1548,1549,75.36,2006,Simulation,Konami Digital Entertainment,Dance Dance Revolution SuperNOVA,0.87,0.03,0.0,0.14,1.04
1549,1550,69.74,2011,Shooter,Bethesda Softworks,Brink,0.565,0.33499999999999996,0.01,0.095,1.005
1550,1551,83.37,2001,Racing,Nintendo,F-Zero: Maximum Velocity,0.39,0.16,0.37,0.12,1.04
1551,1552,68.88,1997,Puzzle,Hudson Soft,Bomberman 64,0.5,0.2,0.31,0.03,1.04
1552,1553,58.0,1998,Racing,Acclaim Entertainment,Jeremy McGrath Supercross 98,0.91,0.1,0.0,0.03,1.04
1553,1554,78.0,2009,Action,Activision,LEGO Indiana Jones 2: The Adventure Continues,0.5800000000000001,0.28,0.0,0.08499999999999999,0.95
1554,1555,89.0,2005,Racing,Electronic Arts,Need for Speed: Most Wanted,0.53,0.46,0.0,0.05,1.04
1555,1556,84.36,2011,Platform,Nintendo,Kirby: Mass Attack,0.445,0.055,0.405,0.045,0.95
1556,1557,54.0,2010,Simulation,Activision,ZhuZhu Pets,0.655,0.265,0.0,0.09,1.01
1557,1558,86.59,2007,Shooter,Ubisoft,Tom Clancy's Ghost Recon Advanced Warfighter 2,0.335,0.47,0.02,0.185,1.02
1558,1559,81.28,2009,Racing,Sony Computer Entertainment,MotorStorm: Arctic Edge,0.14500000000000002,0.54,0.0,0.28,0.97
1559,1560,88.26,2005,Racing,Sony Computer Entertainment,WipEout Pure,0.45499999999999996,0.335,0.0,0.215,1.01
1560,1561,77.84999999999998,2005,Racing,THQ,MX vs. ATV Unleashed,0.86,0.03,0.0,0.14,1.03
1561,1562,70.0,2008,Platform,Sega,Sonic Unleashed,0.53,0.30000000000000004,0.01,0.13,0.9650000000000001
1562,1563,73.89,2007,Sports,Electronic Arts,Tiger Woods PGA Tour 08,0.9299999999999999,0.015,0.0,0.08,1.02
1563,1564,78.0,2003,Sports,Electronic Arts,NCAA March Madness 2004,0.5,0.39,0.0,0.13,1.03
1564,1565,80.0,,Platform,Nintendo,Donkey Kong Land III,0.68,0.31,0.0,0.04,1.03
1565,1566,62.83,2007,Action,Electronic Arts,The Simpsons Game,0.445,0.44999999999999996,0.0,0.11,1.0
1566,1567,91.67,1996,Action,Eidos Interactive,Tomb Raider,0.96,0.07,0.0,0.0,1.025
1567,1568,88.0,2008,Misc,MTV Games,Rock Band 2,0.9299999999999999,0.005,0.0,0.08,1.0150000000000001
1568,1569,88.0,1998,Fighting,Virgin Interactive,Street Fighter Alpha 3,0.38,0.12,0.51,0.02,1.03
1569,1570,84.55,2011,Shooter,Electronic Arts,Bulletstorm,0.585,0.30000000000000004,0.01,0.08499999999999999,0.98
1570,1571,71.0,2007,Sports,Electronic Arts,FIFA Soccer 08,0.315,0.585,0.01,0.11,1.02
1571,1572,79.0,2007,Fighting,Tomy Corporation,Naruto: Clash of Ninja Revolution,0.445,0.455,0.0,0.11,1.01
1572,1573,86.46,2007,Shooter,Ubisoft,Tom Clancy's Ghost Recon Advanced Warfighter 2,0.855,0.045,0.02,0.08,1.0
1573,1574,68.0,2004,Platform,Activision,Shrek 2,0.73,0.26,0.01,0.03,1.02
1574,1575,73.0,2007,Simulation,Ubisoft,Petz: Catz 2,0.51,0.4,0.0,0.11,1.0150000000000001
1575,1576,80.0,1993,Action,Capcom,Final Fight 2,0.39,0.12,0.49,0.02,1.02
1576,1577,54.78,2008,Platform,THQ,Wall-E,0.495,0.395,0.0,0.10500000000000001,0.995
1577,1578,59.67,1997,Action,Electronic Arts,The Lost World: Jurassic Park,0.57,0.39,0.0,0.07,1.02
1578,1579,81.59,2007,Simulation,Atari,Ace Combat 6: Fires of Liberation,0.665,0.03,0.22,0.06,0.98
1579,1580,84.0,2006,Sports,Electronic Arts,Madden NFL 07,0.97,0.03,0.0,0.03,1.02
1580,1581,77.0,2004,Action,Electronic Arts,Harry Potter and the Prisoner of Azkaban,0.5,0.39,0.0,0.13,1.02
1581,1582,37.0,1998,Puzzle,Hasbro Interactive,Pong: The Next Level,0.56,0.38,0.0,0.07,1.01
1582,1583,80.0,2008,Action,Ubisoft,Prince of Persia,0.53,0.33499999999999996,0.02,0.1,0.99
1583,1584,85.0,2008,Action,Tecmo Koei,Ninja Gaiden II,0.635,0.215,0.05,0.095,0.99
1584,1585,85.0,1995,Sports,Acclaim Entertainment,NBA Jam Tournament Edition,0.87,0.12,0.0,0.02,1.01
1585,1586,79.0,2010,Misc,Activision,Guitar Hero: Warriors of Rock,0.45499999999999996,0.38,0.0,0.09,0.925
1586,1587,73.0,2006,Misc,Sega,Oshare Majo Love and Berry: DS Collection,0.0,0.0,1.01,0.0,1.01
1587,1588,85.0,1997,Simulation,Tecmo Koei,Monster Rancher,0.12,0.08,0.74,0.07,1.01
1588,1589,87.57,2009,Racing,Codemasters,DiRT 2,0.265,0.505,0.0,0.19,0.9650000000000001
1589,1590,86.0,2009,Shooter,Electronic Arts,NERF N-Strike Elite,0.925,0.0,0.0,0.07500000000000001,1.0
1590,1591,63.18,2003,Racing,Empire Interactive,Ford Racing 2,0.49,0.38,0.0,0.13,1.0
1591,1592,75.0,1997,Role-Playing,Capcom,Breath of Fire III,0.2899999999999999,0.19,0.46,0.07,1.0
1592,1593,75.0,2008,Sports,Konami Digital Entertainment,PES 2009: Pro Evolution Soccer,0.12,0.755,0.03,0.09,0.985
1593,1594,91.37,2000,Fighting,Tecmo Koei,Dead or Alive 2,0.3,0.24,0.38,0.08,1.0
1594,1595,89.07,2000,Racing,Nintendo,Excitebike 64,0.65,0.15,0.19,0.01,1.0
1595,1596,73.0,1991,Sports,Nintendo,NES Open Tournament Golf,0.41,0.1,0.47,0.02,1.0
1596,1597,76.0,1997,Misc,Nintendo,Game & Watch Gallery,0.63,0.25,0.09,0.03,1.0
1597,1598,58.0,2004,Misc,Sammy Corporation,Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,0.0,0.0,1.0,0.0,1.0
1598,1599,87.0,2003,Fighting,Namco Bandai Games,SoulCalibur II,0.78,0.18,0.03,0.0,1.0
1599,1600,59.0,2008,Shooter,Ubisoft,Haze,0.48,0.315,0.02,0.14500000000000002,0.97
1600,1601,79.13,2006,Sports,Konami Digital Entertainment,Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),0.08,0.9,0.02,0.0,1.0
1601,1602,84.0,1995,Racing,Electronic Arts,Road & Track Presents: The Need for Speed,0.56,0.38,0.0,0.07,1.0
1602,1603,76.0,2000,Sports,Sony Computer Entertainment,NFL GameDay 2001,0.56,0.38,0.0,0.07,1.0
1603,1604,78.0,1996,Sports,Electronic Arts,NBA Live 97,0.55,0.38,0.0,0.07,1.0
1604,1605,76.01,2002,Action,Tecmo Koei,Dynasty Warriors 3: Xtreme Legends,0.13,0.1,0.74,0.03,1.0
1605,1606,63.0,2005,Strategy,THQ,Zoo Tycoon DS,0.86,0.03,0.01,0.07500000000000001,0.98
1606,1607,60.0,2008,Puzzle,Ubisoft,Puzzler Collection,0.165,0.775,0.0,0.04,0.985
1607,1608,56.0,2000,Misc,Sony Computer Entertainment,Jampack Winter 2000,0.55,0.38,0.0,0.07,1.0
1608,1609,79.0,2000,Sports,Microsoft Game Studios,NFL Fever 2002,0.74,0.21,0.0,0.04,0.99
1609,1610,80.55,2003,Racing,Vivendi Games,The Simpsons: Hit & Run,0.77,0.2,0.0,0.03,0.99
1610,1611,78.0,2008,Simulation,Electronic Arts,Littlest Pet Shop: Winter,0.58,0.29999999999999993,0.0,0.095,0.97
1611,1612,76.09999999999998,2006,Simulation,Namco Bandai Games,Ace Combat X: Skies of Deception,0.365,0.29500000000000004,0.12,0.185,0.965
1612,1613,78.0,2011,Sports,Electronic Arts,NCAA Football 12,0.915,0.0,0.0,0.065,0.975
1613,1614,79.39,2009,Misc,Activision,Band Hero,0.5700000000000001,0.28,0.0,0.09,0.94
1614,1615,90.0,1998,Platform,GT Interactive,Oddworld: Abe's Exoddus,0.55,0.38,0.0,0.06,0.99
1615,1616,73.39,2009,Simulation,Sony Computer Entertainment,EyePet,0.315,0.5549999999999999,0.04,0.095,1.0
1616,1617,78.95999999999998,2008,Racing,Take-Two Interactive,Midnight Club: LA Remix,0.51,0.27,0.0,0.185,0.965
1617,1618,75.0,2000,Action,Sony Computer Entertainment,The Bouncer,0.3,0.23,0.38,0.08,0.99
1618,1619,74.0,2008,Misc,Activision,Guitar Hero: Aerosmith,0.6950000000000001,0.14,0.0,0.10500000000000001,0.94
1619,1620,59.0,2007,Fighting,THQ,WWE SmackDown vs Raw 2008,0.375,0.495,0.0,0.11,0.98
1620,1621,72.0,2009,Sports,Electronic Arts,FIFA Soccer 10,0.23,0.64,0.0,0.11,0.975
1621,1622,54.43,2005,Platform,Sega,Shadow The Hedgehog,0.76,0.2,0.0,0.03,0.99
1622,1623,90.69,2008,Role-Playing,Bethesda Softworks,Fallout 3,0.01,0.8300000000000001,0.0,0.07,0.915
1623,1624,77.0,2008,Sports,Konami Digital Entertainment,Pro Evolution Soccer 2008,0.02,0.53,0.19,0.25,0.98
1624,1625,91.74,2010,Role-Playing,Nintendo,Xenoblade Chronicles,0.44,0.24,0.16,0.07500000000000001,0.905
1625,1626,56.42,2005,Misc,Nintendo,Mario Party Advance,0.5,0.19,0.28,0.02,0.98
1626,1627,67.0,1998,Racing,Electronic Arts,NASCAR 99,0.94,0.04,0.0,0.01,0.98
1627,1628,87.0,,Role-Playing,Unknown,Suikoden III,0.2899999999999999,0.23,0.38,0.08,0.98
1628,1629,70.18,2010,Role-Playing,Square Enix,Kingdom Hearts Re:coded,0.505,0.085,0.27,0.05,0.9099999999999999
1629,1630,91.94,2005,Action,Take-Two Interactive,Grand Theft Auto: San Andreas,0.0,0.865,0.0,0.04,0.9099999999999999
1630,1631,82.0,2009,Sports,Electronic Arts,Madden NFL 10,0.88,0.02,0.0,0.08,0.98
1631,1632,81.59999999999998,2009,Action,Electronic Arts,Brutal Legend,0.5999999999999999,0.255,0.0,0.09,0.9450000000000001
1632,1633,65.0,2006,Simulation,Namco Bandai Games,Tamagotchi Connection: Corner Shop 2,0.09,0.01,0.86,0.01,0.97
1633,1634,77.0,2007,Sports,Electronic Arts,Madden NFL 08,0.88,0.005,0.0,0.07500000000000001,0.96
1634,1635,81.12,2008,Platform,THQ,de Blob,0.48,0.36,0.0,0.1,0.94
1635,1636,87.87,2005,Sports,Electronic Arts,NCAA Football 06,0.73,0.21,0.0,0.03,0.97
1636,1637,82.0,2009,Sports,Take-Two Interactive,NBA 2K10,0.85,0.015,0.0,0.07500000000000001,0.9299999999999999
1637,1638,92.0,2003,Strategy,Nintendo,Fire Emblem,0.49,0.18,0.2899999999999999,0.01,0.97
1638,1639,79.98,,Action,Sega,Yakuza 4,0.135,0.115,0.63,0.045,0.9199999999999999
1639,1640,83.0,2003,Sports,Electronic Arts,NHL 2004,0.47,0.37,0.0,0.12,0.97
1640,1641,75.95999999999998,2007,Action,Take-Two Interactive,Grand Theft Auto: Vice City Stories,0.78,0.03,0.03,0.13,0.97
1641,1642,84.0,2004,Sports,Electronic Arts,FIFA Soccer 2005,0.33,0.6,0.0,0.04,0.97
1642,1643,86.0,2006,Action,LucasArts,LEGO Star Wars II: The Original Trilogy,0.75,0.19,0.0,0.03,0.97
1643,1644,82.0,2000,Shooter,Electronic Arts,Medal of Honor: Underground,0.54,0.37,0.0,0.06,0.97
1644,1645,70.08,2005,Simulation,Electronic Arts,The Sims 2,0.8049999999999999,0.045000000000000005,0.0,0.07,0.9199999999999999
1645,1646,88.58,2002,Role-Playing,Sony Computer Entertainment,Dark Cloud 2,0.38,0.25,0.26,0.07,0.96
1646,1647,63.0,1999,Misc,Sony Computer Entertainment,Jampack Summer '99,0.54,0.36,0.0,0.06,0.96
1647,1648,65.0,2006,Adventure,Sony Computer Entertainment,Gangs of London,0.3,0.43,0.0,0.22,0.95
1648,1649,77.0,1996,Fighting,GT Interactive,Mortal Kombat Trilogy,0.72,0.22,0.0,0.02,0.96
1649,1650,69.0,2008,Platform,Sega,Sonic Unleashed,0.495,0.315,0.0,0.09,0.8999999999999999
1650,1651,69.5,2010,Shooter,Capcom,Lost Planet 2,0.265,0.31000000000000005,0.2,0.12,0.8999999999999999
1651,1652,81.0,2000,Sports,Electronic Arts,NHL 2001,0.47,0.37,0.0,0.12,0.96
1652,1653,75.0,2012,Role-Playing,Square Enix,Dragon Quest Monsters: Terry's Wonderland 3D,0.0,0.0,0.95,0.0,0.95
1653,1654,77.0,2008,Sports,Ubisoft,My Weight Loss Coach,0.29000000000000004,0.535,0.0,0.11,0.94
1654,1655,61.0,2006,Action,Capcom,Mega Man Star Force Dragon / Leo / Pegasus,0.385,0.0,0.53,0.03,0.95
1655,1656,71.74,2002,Platform,Sony Computer Entertainment,Shinobi,0.36,0.28,0.22,0.09,0.96
1656,1657,81.0,2002,Fighting,Midway Games,Mortal Kombat: Deadly Alliance,0.77,0.15,0.0,0.04,0.96
1657,1658,75.0,2011,Simulation,Nintendo,PilotWings Resort,0.37,0.33499999999999996,0.13,0.065,0.8999999999999999
1658,1659,84.15,2004,Sports,Global Star,ESPN NBA 2K5,0.88,0.04,0.0,0.04,0.95
1659,1660,55.0,,Misc,Unknown,Wheel of Fortune,0.47,0.36,0.0,0.12,0.95
1660,1661,60.22,2004,Misc,Play It,World Championship Poker,0.8,0.03,0.0,0.13,0.95
1661,1662,88.96,2005,Action,Ubisoft,Tom Clancy's Splinter Cell: Chaos Theory,0.36,0.45,0.0,0.14,0.95
1662,1663,76.0,2003,Platform,THQ,SpongeBob SquarePants: Battle for Bikini Bottom,0.74,0.19,0.0,0.03,0.95
1663,1664,61.75,2008,Action,Koch Media,Ben 10: Alien Force,0.645,0.215,0.0,0.09,0.945
1664,1665,73.0,2008,Misc,Sony Computer Entertainment,SingStar Abba,0.26,0.475,0.0,0.15500000000000003,0.8899999999999999
1665,1666,78.89,1996,Role-Playing,Sony Computer Entertainment,Wild ARMs,0.26,0.17,0.46,0.06,0.95
1666,1667,76.39,2000,Strategy,Electronic Arts,Kessen,0.27,0.21,0.41,0.07,0.95
1667,1668,77.0,2003,Misc,Konami Digital Entertainment,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,0.68,0.25,0.0,0.02,0.95
